feedback_id,user_id,date,user_type,scene,feature,feedback,issue_category,rating,session_duration,retention,is_new_user
F200406,U100691,2026-09-11,竞技玩家,攻略查询,情绪陪伴,选损友模式吐槽得刚好，不难受也不敷衍,回复质量,5,319,0,0
F200587,U100318,2026-09-11,新手玩家,上分冲分,对局复盘,上下文记得住，不用每次都从头说,功能缺失,5,420,0,0
F200533,U100806,2026-09-11,竞技玩家,连败,攻略问答,聊到一半断了，之前的上下文也没了,稳定性,2,369,0,0
F200320,U100470,2026-09-12,回归玩家,日常闲聊,情绪陪伴,同一个问题问两次，说话方式差别很大,回复质量,2,352,0,0
F200566,U100627,2026-09-12,竞技玩家,开黑组队,攻略问答,它记得我上一把玩的是什么，接得上话,回复质量,5,598,1,0
F200441,U100171,2026-09-12,新手玩家,连败,对局复盘,第一次使用不知道该输入什么，愣了半天,交互体验,2,555,1,0
F200262,U100861,2026-09-12,休闲玩家,连败,对局复盘,上下文记得住，不用每次都从头说,功能缺失,5,460,0,0
F200150,U100868,2026-09-12,竞技玩家,连败,情绪陪伴,选损友模式吐槽得刚好，不难受也不敷衍,回复质量,5,752,0,0
F200105,U100758,2026-09-12,休闲玩家,卡关,情绪陪伴,速度可以，不打断我和朋友语音,响应速度,5,198,0,0
F200551,U100194,2026-09-12,竞技玩家,上分冲分,上下文记忆,用了两周没掉过线，聊天记录都在,稳定性,5,310,1,0
F200250,U100734,2026-09-12,回归玩家,日常闲聊,人格切换,回复不长不短，正好是打游戏间隙能看完的量,回复长度,4,728,1,0
F200512,U100813,2026-09-12,竞技玩家,卡关,人格切换,上下文记得住，不用每次都从头说,功能缺失,4,674,1,0
F200617,U100013,2026-09-12,休闲玩家,攻略查询,情绪陪伴,用了两周没掉过线，聊天记录都在,稳定性,5,173,1,0
F200615,U100848,2026-09-12,竞技玩家,日常闲聊,攻略问答,上下文记得住，不用每次都从头说,功能缺失,5,479,1,0
F200010,U100396,2026-09-12,新手玩家,上分冲分,攻略问答,复盘讲得挺具体，知道下一把该改什么了,回复质量,5,276,1,0
F200127,U100400,2026-09-12,竞技玩家,卡关,上下文记忆,说了一堆正确的废话，没有一句是我当时想听的,回复质量,2,486,0,0
F200555,U100480,2026-09-12,回归玩家,开黑组队,情绪陪伴,页面挺清爽，选完人格直接开聊,交互体验,5,964,0,0
F200396,U100010,2026-09-12,回归玩家,上分冲分,攻略问答,内容不错，但要我先解释半天背景,回复质量,3,337,0,0
F200394,U100697,2026-09-12,新手玩家,卡关,情绪陪伴,选损友模式吐槽得刚好，不难受也不敷衍,回复质量,5,238,0,0
F200255,U100780,2026-09-12,新手玩家,开黑组队,情绪陪伴,速度一般，打团的时候不太方便等,响应速度,3,858,0,0
F200091,U100638,2026-09-13,休闲玩家,卡关,人格切换,它记得我上一把玩的是什么，接得上话,回复质量,5,424,0,0
F200155,U100730,2026-09-13,新手玩家,攻略查询,攻略问答,用了两周没掉过线，聊天记录都在,稳定性,5,161,1,0
F200629,U100026,2026-09-13,新手玩家,卡关,对局复盘,用了两周没掉过线，聊天记录都在,稳定性,5,195,1,0
F200485,U100115,2026-09-13,新手玩家,连败,情绪陪伴,上下文记得住，不用每次都从头说,功能缺失,5,873,0,0
F200628,U100578,2026-09-13,回归玩家,日常闲聊,对局复盘,人格切换很好玩，换一个像换了个搭子,功能缺失,5,280,1,0
F200210,U100313,2026-09-13,新手玩家,连败,人格切换,第一次打开就有示例，不用想说什么,交互体验,5,250,0,0
F200479,U100597,2026-09-13,休闲玩家,攻略查询,情绪陪伴,看不懂四个人格的区别，随便选了一个,交互体验,1,127,1,0
F200400,U100711,2026-09-13,休闲玩家,连败,情绪陪伴,回复不长不短，正好是打游戏间隙能看完的量,回复长度,5,895,1,0
F200112,U100322,2026-09-13,竞技玩家,日常闲聊,攻略问答,用了两周没掉过线，聊天记录都在,稳定性,4,835,1,0
F200414,U100378,2026-09-13,竞技玩家,卡关,对局复盘,希望能直接导入战绩截图，现在只能手动打字,功能缺失,1,574,0,1
F200169,U100435,2026-09-13,回归玩家,攻略查询,攻略问答,用了两周没掉过线，聊天记录都在,稳定性,4,117,1,0
F200058,U100355,2026-09-13,回归玩家,连败,情绪陪伴,人格切换很好玩，换一个像换了个搭子,功能缺失,5,844,0,0
F200254,U100888,2026-09-13,竞技玩家,开黑组队,上下文记忆,复盘讲得挺具体，知道下一把该改什么了,回复质量,5,655,0,1
F200331,U100157,2026-09-13,休闲玩家,卡关,攻略问答,上下文记得住，不用每次都从头说,功能缺失,5,628,1,0
F200133,U100648,2026-09-13,新手玩家,连败,对局复盘,它记得我上一把玩的是什么，接得上话,回复质量,4,591,0,0
F200437,U100368,2026-09-13,休闲玩家,开黑组队,对局复盘,只回了两三句，很贴心,回复长度,5,898,0,1
F200168,U100624,2026-09-13,休闲玩家,上分冲分,攻略问答,打完一把想马上吐槽，结果卡在那儿不动,响应速度,1,192,0,0
F200471,U100549,2026-09-14,竞技玩家,开黑组队,对局复盘,它记得我上一把玩的是什么，接得上话,回复质量,5,495,0,0
F200132,U100682,2026-09-14,回归玩家,上分冲分,上下文记忆,只回了两三句，很贴心,回复长度,4,223,0,0
F200288,U100064,2026-09-14,竞技玩家,上分冲分,上下文记忆,速度可以，不打断我和朋友语音,响应速度,5,192,1,0
F200543,U100104,2026-09-14,竞技玩家,攻略查询,情绪陪伴,页面挺清爽，选完人格直接开聊,交互体验,5,272,1,0
F200464,U100610,2026-09-14,休闲玩家,开黑组队,攻略问答,希望能一键组队，现在只能自己找人,功能缺失,2,620,0,0
F200606,U100665,2026-09-14,竞技玩家,连败,情绪陪伴,回复不长不短，正好是打游戏间隙能看完的量,回复长度,5,632,0,0
F200033,U100833,2026-09-14,休闲玩家,攻略查询,对局复盘,回复挺快，局间那点时间也够用,响应速度,5,107,0,0
F200385,U100573,2026-09-14,回归玩家,上分冲分,上下文记忆,上下文记得住，不用每次都从头说,功能缺失,4,211,0,1
F200194,U100328,2026-09-14,休闲玩家,开黑组队,对局复盘,连跪的时候它没有讲大道理，先顺着我说了两句，舒服多了,回复质量,5,726,1,1
F200186,U100739,2026-09-14,回归玩家,卡关,对局复盘,希望能直接导入战绩截图，现在只能手动打字,功能缺失,1,368,0,0
F200417,U100828,2026-09-14,新手玩家,攻略查询,对局复盘,选损友模式吐槽得刚好，不难受也不敷衍,回复质量,5,134,0,0
F200198,U100593,2026-09-14,回归玩家,日常闲聊,情绪陪伴,回复挺快，局间那点时间也够用,响应速度,4,211,0,0
F200630,U100042,2026-09-14,新手玩家,开黑组队,情绪陪伴,希望能自动读我的战绩，不用每次自己说,功能缺失,3,890,0,0
F200428,U100694,2026-09-14,休闲玩家,上分冲分,情绪陪伴,我就想吐槽一句，它给我写了八百字,回复长度,1,326,0,0
F200199,U100276,2026-09-14,回归玩家,连败,上下文记忆,希望能一键组队，现在只能自己找人,功能缺失,2,507,0,0
F200298,U100767,2026-09-14,回归玩家,日常闲聊,对局复盘,只回了两三句，很贴心,回复长度,5,697,0,0
F200434,U100237,2026-09-14,竞技玩家,连败,攻略问答,高峰期等了一分多钟才出回复,响应速度,2,568,1,0
F200281,U100614,2026-09-14,新手玩家,攻略查询,情绪陪伴,复盘讲得挺具体，知道下一把该改什么了,回复质量,4,113,0,0
F200352,U100534,2026-09-15,竞技玩家,攻略查询,攻略问答,高峰期等了一分多钟才出回复,响应速度,2,302,0,0
F200009,U100553,2026-09-15,休闲玩家,攻略查询,对局复盘,高峰期等了一分多钟才出回复,响应速度,2,251,0,0
F200214,U100640,2026-09-15,竞技玩家,攻略查询,情绪陪伴,我就想吐槽一句，它给我写了八百字,回复长度,2,264,0,0
F200325,U100397,2026-09-15,竞技玩家,开黑组队,上下文记忆,连跪的时候它没有讲大道理，先顺着我说了两句，舒服多了,回复质量,4,1103,1,1
F200139,U100753,2026-09-15,休闲玩家,开黑组队,上下文记忆,复盘讲得挺具体，知道下一把该改什么了,回复质量,5,325,0,0
F200023,U100183,2026-09-15,竞技玩家,连败,情绪陪伴,复盘讲得挺具体，知道下一把该改什么了,回复质量,5,807,1,0
F200346,U100789,2026-09-15,休闲玩家,上分冲分,攻略问答,上下文记得住，不用每次都从头说,功能缺失,5,296,1,0
F200344,U100454,2026-09-15,休闲玩家,卡关,攻略问答,用了两周没掉过线，聊天记录都在,稳定性,4,530,0,0
F200608,U100858,2026-09-15,休闲玩家,攻略查询,攻略问答,回复不长不短，正好是打游戏间隙能看完的量,回复长度,4,336,0,0
F200072,U100390,2026-09-15,新手玩家,卡关,攻略问答,没有语音输入，开黑的时候根本腾不出手,功能缺失,2,260,0,0
F200392,U100679,2026-09-15,休闲玩家,上分冲分,情绪陪伴,回复不长不短，正好是打游戏间隙能看完的量,回复长度,4,154,0,0
F200034,U100808,2026-09-15,休闲玩家,卡关,情绪陪伴,第一次打开就有示例，不用想说什么,交互体验,5,281,0,0
F200620,U100094,2026-09-15,新手玩家,上分冲分,情绪陪伴,回复不长不短，正好是打游戏间隙能看完的量,回复长度,4,339,0,0
F200398,U100464,2026-09-15,休闲玩家,攻略查询,上下文记忆,回复太长了，打游戏的时候根本看不完,回复长度,2,295,0,0
F200003,U100565,2026-09-15,竞技玩家,日常闲聊,攻略问答,人格切换很好玩，换一个像换了个搭子,功能缺失,5,483,1,0
F200067,U100793,2026-09-15,回归玩家,连败,情绪陪伴,希望能直接导入战绩截图，现在只能手动打字,功能缺失,2,466,0,0
F200166,U100294,2026-09-15,休闲玩家,上分冲分,情绪陪伴,用了两周没掉过线，聊天记录都在,稳定性,4,208,1,0
F200470,U100055,2026-09-15,竞技玩家,卡关,上下文记忆,回复不长不短，正好是打游戏间隙能看完的量,回复长度,5,289,1,1
F200164,U100285,2026-09-15,休闲玩家,卡关,攻略问答,希望能先给一句结论，再展开,回复长度,3,471,0,0
F200621,U100792,2026-09-15,休闲玩家,攻略查询,攻略问答,人格切换很好玩，换一个像换了个搭子,功能缺失,4,181,1,0
F200004,U100066,2026-09-16,休闲玩家,连败,情绪陪伴,说了一堆正确的废话，没有一句是我当时想听的,回复质量,2,551,0,0
F200314,U100379,2026-09-16,回归玩家,日常闲聊,攻略问答,页面挺清爽，选完人格直接开聊,交互体验,5,576,0,0
F200309,U100557,2026-09-16,竞技玩家,上分冲分,情绪陪伴,它记得我上一把玩的是什么，接得上话,回复质量,5,451,0,0
F200103,U100183,2026-09-16,竞技玩家,连败,上下文记忆,用了两周没掉过线，聊天记录都在,稳定性,5,442,1,0
F200633,U100093,2026-09-16,竞技玩家,攻略查询,攻略问答,回复不长不短，正好是打游戏间隙能看完的量,回复长度,5,296,0,0
F200284,U100482,2026-09-16,回归玩家,上分冲分,对局复盘,页面挺清爽，选完人格直接开聊,交互体验,5,295,1,0
F200080,U100315,2026-09-16,休闲玩家,攻略查询,攻略问答,选损友模式吐槽得刚好，不难受也不敷衍,回复质量,5,247,1,0
F200086,U100433,2026-09-16,竞技玩家,上分冲分,人格切换,人格切换很好玩，换一个像换了个搭子,功能缺失,4,250,1,0
F200478,U100190,2026-09-16,竞技玩家,开黑组队,情绪陪伴,希望能直接导入战绩截图，现在只能手动打字,功能缺失,2,921,0,0
F200446,U100750,2026-09-16,回归玩家,日常闲聊,情绪陪伴,我都说了烦死了，它还在教我调整心态,回复质量,1,214,0,0
F200073,U100595,2026-09-16,新手玩家,上分冲分,情绪陪伴,页面挺清爽，选完人格直接开聊,交互体验,5,424,0,0
F200069,U100185,2026-09-16,休闲玩家,连败,情绪陪伴,人格切换很好玩，换一个像换了个搭子,功能缺失,5,452,0,0
F200120,U100777,2026-09-16,休闲玩家,连败,对局复盘,速度可以，不打断我和朋友语音,响应速度,4,772,0,0
F200054,U100434,2026-09-16,竞技玩家,开黑组队,对局复盘,上下文记得住，不用每次都从头说,功能缺失,5,1069,0,0
F200502,U100654,2026-09-16,休闲玩家,攻略查询,攻略问答,人格切换很好玩，换一个像换了个搭子,功能缺失,5,253,0,0
F200474,U100173,2026-09-16,竞技玩家,开黑组队,攻略问答,上下文记得住，不用每次都从头说,功能缺失,5,905,0,0
F200051,U100152,2026-09-16,休闲玩家,日常闲聊,对局复盘,生成到一半停住了，还要重新问一次,响应速度,2,205,0,0
F200560,U100700,2026-09-17,休闲玩家,卡关,情绪陪伴,用了两周没掉过线，聊天记录都在,稳定性,4,504,1,0
F200055,U100394,2026-09-17,回归玩家,开黑组队,情绪陪伴,复盘讲得挺具体，知道下一把该改什么了,回复质量,5,940,0,0
F200535,U100468,2026-09-17,竞技玩家,日常闲聊,情绪陪伴,复盘讲得挺具体，知道下一把该改什么了,回复质量,5,357,1,0
F200076,U100114,2026-09-17,休闲玩家,卡关,攻略问答,上下文记得住，不用每次都从头说,功能缺失,5,335,0,0
F200623,U100029,2026-09-17,休闲玩家,连败,攻略问答,速度可以，不打断我和朋友语音,响应速度,4,384,0,0
F200609,U100847,2026-09-17,新手玩家,连败,人格切换,第一次打开就有示例，不用想说什么,交互体验,4,620,0,0
F200589,U100505,2026-09-17,竞技玩家,开黑组队,对局复盘,速度可以，不打断我和朋友语音,响应速度,5,1153,1,0
F200060,U100849,2026-09-17,新手玩家,上分冲分,情绪陪伴,不支持多设备同步，手机上聊的电脑上看不到,功能缺失,2,204,0,0
F200286,U100188,2026-09-17,休闲玩家,上分冲分,对局复盘,回复挺快，局间那点时间也够用,响应速度,5,461,1,0
F200265,U100605,2026-09-17,新手玩家,攻略查询,攻略问答,回复不长不短，正好是打游戏间隙能看完的量,回复长度,5,111,1,0
F200326,U100288,2026-09-17,回归玩家,上分冲分,人格切换,复盘讲得挺具体，知道下一把该改什么了,回复质量,5,206,0,0
F200179,U100450,2026-09-17,回归玩家,卡关,情绪陪伴,速度可以，不打断我和朋友语音,响应速度,5,514,0,0
F200165,U100224,2026-09-17,竞技玩家,开黑组队,对局复盘,内容不错，但要我先解释半天背景,回复质量,3,504,0,0
F200364,U100110,2026-09-17,竞技玩家,卡关,人格切换,用了两周没掉过线，聊天记录都在,稳定性,5,227,1,0
F200459,U100028,2026-09-17,休闲玩家,上分冲分,人格切换,连跪的时候它没有讲大道理，先顺着我说了两句，舒服多了,回复质量,4,247,1,1
F200282,U100366,2026-09-17,休闲玩家,攻略查询,对局复盘,人格切换很好玩，换一个像换了个搭子,功能缺失,5,229,1,0
F200290,U100121,2026-09-17,竞技玩家,日常闲聊,上下文记忆,只回了两三句，很贴心,回复长度,4,280,0,0
F200399,U100600,2026-09-17,回归玩家,日常闲聊,情绪陪伴,不支持多设备同步，手机上聊的电脑上看不到,功能缺失,2,645,0,0
F200258,U100121,2026-09-17,竞技玩家,日常闲聊,对局复盘,选损友模式吐槽得刚好，不难受也不敷衍,回复质量,5,557,1,0
F200498,U100542,2026-09-17,休闲玩家,连败,攻略问答,人格切换很好玩，换一个像换了个搭子,功能缺失,5,482,0,0
F200248,U100889,2026-09-17,休闲玩家,上分冲分,情绪陪伴,选损友模式吐槽得刚好，不难受也不敷衍,回复质量,5,416,0,1
F200061,U100460,2026-09-18,休闲玩家,卡关,对局复盘,手机上排版可以再宽松一点,交互体验,3,235,1,0
F200463,U100129,2026-09-18,竞技玩家,攻略查询,上下文记忆,选损友模式吐槽得刚好，不难受也不敷衍,回复质量,5,188,0,0
F200142,U100552,2026-09-18,休闲玩家,上分冲分,人格切换,只回了两三句，很贴心,回复长度,5,370,0,0
F200412,U100783,2026-09-18,新手玩家,连败,情绪陪伴,用了两周没掉过线，聊天记录都在,稳定性,4,669,0,0
F200285,U100329,2026-09-18,竞技玩家,攻略查询,对局复盘,用了两周没掉过线，聊天记录都在,稳定性,4,154,0,0
F200421,U100278,2026-09-18,新手玩家,攻略查询,攻略问答,上下文记得住，不用每次都从头说,功能缺失,5,172,1,0
F200220,U100291,2026-09-18,新手玩家,攻略查询,人格切换,上下文记得住，不用每次都从头说,功能缺失,5,183,1,0
F200163,U100325,2026-09-18,回归玩家,卡关,对局复盘,第一次打开就有示例，不用想说什么,交互体验,5,550,1,0
F200002,U100523,2026-09-18,新手玩家,上分冲分,情绪陪伴,人格切换很好玩，换一个像换了个搭子,功能缺失,5,216,0,0
F200311,U100590,2026-09-18,竞技玩家,连败,上下文记忆,回复挺快，局间那点时间也够用,响应速度,5,494,0,0
F200276,U100046,2026-09-18,休闲玩家,连败,上下文记忆,人格切换很好玩，换一个像换了个搭子,功能缺失,5,373,0,0
F200452,U100483,2026-09-18,竞技玩家,连败,情绪陪伴,连跪的时候它没有讲大道理，先顺着我说了两句，舒服多了,回复质量,4,316,0,0
F200202,U100262,2026-09-18,休闲玩家,日常闲聊,对局复盘,偶尔会转圈，刷新一下就好了,稳定性,3,205,0,0
F200418,U100199,2026-09-18,竞技玩家,连败,情绪陪伴,用了两周没掉过线，聊天记录都在,稳定性,5,666,0,0
F200599,U100565,2026-09-18,竞技玩家,日常闲聊,上下文记忆,回复不长不短，正好是打游戏间隙能看完的量,回复长度,5,366,1,0
F200529,U100046,2026-09-18,休闲玩家,攻略查询,人格切换,用了两周没掉过线，聊天记录都在,稳定性,5,353,1,0
F200583,U100282,2026-09-18,休闲玩家,开黑组队,攻略问答,页面挺清爽，选完人格直接开聊,交互体验,5,313,1,0
F200101,U100404,2026-09-18,休闲玩家,连败,情绪陪伴,人格切换很好玩，换一个像换了个搭子,功能缺失,5,610,0,0
F200321,U100018,2026-09-18,新手玩家,攻略查询,对局复盘,选损友模式吐槽得刚好，不难受也不敷衍,回复质量,5,108,1,0
F200100,U100530,2026-09-18,竞技玩家,连败,对局复盘,人格切换很好玩，换一个像换了个搭子,功能缺失,5,420,1,0
F200488,U100856,2026-09-18,回归玩家,卡关,对局复盘,希望能一键组队，现在只能自己找人,功能缺失,1,560,1,0
F200117,U100184,2026-09-19,竞技玩家,上分冲分,对局复盘,回复不长不短，正好是打游戏间隙能看完的量,回复长度,4,394,1,0
F200387,U100486,2026-09-19,回归玩家,攻略查询,对局复盘,不支持多设备同步，手机上聊的电脑上看不到,功能缺失,2,93,0,0
F200577,U100629,2026-09-19,竞技玩家,上分冲分,人格切换,打完一把想马上吐槽，结果卡在那儿不动,响应速度,2,348,0,0
F200350,U100614,2026-09-19,新手玩家,攻略查询,攻略问答,用了两周没掉过线，聊天记录都在,稳定性,4,276,1,0
F200196,U100641,2026-09-19,休闲玩家,卡关,对局复盘,速度一般，打团的时候不太方便等,响应速度,3,409,1,1
F200568,U100349,2026-09-19,竞技玩家,开黑组队,人格切换,复盘讲得挺具体，知道下一把该改什么了,回复质量,5,664,0,0
F200226,U100381,2026-09-19,休闲玩家,开黑组队,对局复盘,用了两周没掉过线，聊天记录都在,稳定性,5,739,1,0
F200225,U100280,2026-09-19,回归玩家,连败,情绪陪伴,它记得我上一把玩的是什么，接得上话,回复质量,4,512,1,0
F200591,U100832,2026-09-19,竞技玩家,开黑组队,人格切换,复盘讲得挺具体，知道下一把该改什么了,回复质量,5,941,0,1
F200544,U100248,2026-09-19,休闲玩家,日常闲聊,对局复盘,第一次使用不知道该输入什么，愣了半天,交互体验,2,387,0,0
F200162,U100432,2026-09-19,回归玩家,攻略查询,对局复盘,希望能一键组队，现在只能自己找人,功能缺失,2,311,0,0
F200550,U100782,2026-09-19,回归玩家,上分冲分,上下文记忆,连跪的时候它没有讲大道理，先顺着我说了两句，舒服多了,回复质量,5,159,1,0
F200368,U100827,2026-09-19,竞技玩家,上分冲分,上下文记忆,它记得我上一把玩的是什么，接得上话,回复质量,5,270,1,0
F200504,U100702,2026-09-19,新手玩家,攻略查询,情绪陪伴,页面挺清爽，选完人格直接开聊,交互体验,5,101,0,1
F200494,U100136,2026-09-19,竞技玩家,攻略查询,情绪陪伴,第一次使用不知道该输入什么，愣了半天,交互体验,2,160,0,1
F200016,U100421,2026-09-19,竞技玩家,上分冲分,对局复盘,上下文记得住，不用每次都从头说,功能缺失,5,309,0,0
F200349,U100379,2026-09-19,回归玩家,日常闲聊,对局复盘,只回了两三句，很贴心,回复长度,4,332,1,0
F200027,U100023,2026-09-20,回归玩家,攻略查询,攻略问答,希望能一键组队，现在只能自己找人,功能缺失,1,140,0,0
F200024,U100062,2026-09-20,竞技玩家,开黑组队,攻略问答,复盘讲得挺具体，知道下一把该改什么了,回复质量,5,946,0,0
F200521,U100810,2026-09-20,回归玩家,攻略查询,攻略问答,生成到一半停住了，还要重新问一次,响应速度,2,149,1,0
F200383,U100890,2026-09-20,休闲玩家,上分冲分,人格切换,用了两周没掉过线，聊天记录都在,稳定性,5,401,0,1
F200015,U100117,2026-09-20,新手玩家,开黑组队,对局复盘,回复不长不短，正好是打游戏间隙能看完的量,回复长度,5,369,1,1
F200571,U100736,2026-09-20,休闲玩家,连败,人格切换,复盘讲得挺具体，知道下一把该改什么了,回复质量,4,741,0,0
F200213,U100031,2026-09-20,回归玩家,上分冲分,情绪陪伴,连跪的时候它没有讲大道理，先顺着我说了两句，舒服多了,回复质量,5,228,0,0
F200426,U100893,2026-09-20,竞技玩家,连败,上下文记忆,回复有点慢，等它加载完我下一把都开了,响应速度,2,677,1,1
F200149,U100391,2026-09-20,竞技玩家,连败,人格切换,上下文记得住，不用每次都从头说,功能缺失,4,446,0,0
F200146,U100686,2026-09-20,竞技玩家,开黑组队,情绪陪伴,第一次打开就有示例，不用想说什么,交互体验,4,1043,0,0
F200523,U100344,2026-09-20,休闲玩家,卡关,情绪陪伴,人格切换很好玩，换一个像换了个搭子,功能缺失,5,439,1,0
F200227,U100426,2026-09-20,新手玩家,卡关,情绪陪伴,只回了两三句，很贴心,回复长度,5,202,0,0
F200515,U100339,2026-09-20,新手玩家,卡关,对局复盘,人格切换很好玩，换一个像换了个搭子,功能缺失,4,215,0,0
F200546,U100437,2026-09-20,竞技玩家,连败,情绪陪伴,复盘讲得挺具体，知道下一把该改什么了,回复质量,5,688,1,0
F200575,U100238,2026-09-20,休闲玩家,连败,攻略问答,回复有点慢，等它加载完我下一把都开了,响应速度,2,882,0,0
F200484,U100785,2026-09-20,休闲玩家,上分冲分,上下文记忆,上下文记得住，不用每次都从头说,功能缺失,4,171,1,0
F200114,U100028,2026-09-20,休闲玩家,上分冲分,人格切换,回复有点慢，等它加载完我下一把都开了,响应速度,2,247,0,1
F200613,U100735,2026-09-20,竞技玩家,上分冲分,对局复盘,回复不长不短，正好是打游戏间隙能看完的量,回复长度,5,431,1,0
F200528,U100167,2026-09-20,新手玩家,连败,对局复盘,回复不长不短，正好是打游戏间隙能看完的量,回复长度,5,881,0,0
F200211,U100482,2026-09-21,回归玩家,上分冲分,人格切换,只回了两三句，很贴心,回复长度,5,304,0,0
F200259,U100148,2026-09-21,回归玩家,卡关,情绪陪伴,上下文记得住，不用每次都从头说,功能缺失,5,612,0,0
F200224,U100347,2026-09-21,回归玩家,日常闲聊,攻略问答,复盘讲得挺具体，知道下一把该改什么了,回复质量,5,838,1,0
F200208,U100199,2026-09-21,竞技玩家,连败,情绪陪伴,回复不长不短，正好是打游戏间隙能看完的量,回复长度,5,656,1,0
F200360,U100834,2026-09-21,休闲玩家,开黑组队,上下文记忆,生成到一半停住了，还要重新问一次,响应速度,2,548,0,0
F200223,U100319,2026-09-21,回归玩家,开黑组队,情绪陪伴,上下文记得住，不用每次都从头说,功能缺失,5,838,1,0
F200000,U100736,2026-09-21,休闲玩家,卡关,对局复盘,只回了两三句，很贴心,回复长度,4,205,1,0
F200187,U100834,2026-09-21,休闲玩家,开黑组队,对局复盘,选损友模式吐槽得刚好，不难受也不敷衍,回复质量,5,856,0,0
F200088,U100726,2026-09-21,休闲玩家,连败,情绪陪伴,第一次打开就有示例，不用想说什么,交互体验,5,707,1,0
F200526,U100797,2026-09-21,回归玩家,上分冲分,上下文记忆,上下文记得住，不用每次都从头说,功能缺失,4,146,0,0
F200099,U100461,2026-09-21,竞技玩家,上分冲分,情绪陪伴,页面挺清爽，选完人格直接开聊,交互体验,4,237,0,0
F200510,U100321,2026-09-21,休闲玩家,上分冲分,情绪陪伴,希望能直接导入战绩截图，现在只能手动打字,功能缺失,2,252,1,0
F200509,U100085,2026-09-21,新手玩家,开黑组队,上下文记忆,用了两周没掉过线，聊天记录都在,稳定性,4,613,0,0
F200074,U100389,2026-09-21,休闲玩家,日常闲聊,人格切换,打完一把想马上吐槽，结果卡在那儿不动,响应速度,2,633,0,0
F200113,U100342,2026-09-21,竞技玩家,开黑组队,上下文记忆,人格切换很好玩，换一个像换了个搭子,功能缺失,5,558,0,0
F200545,U100015,2026-09-21,回归玩家,卡关,情绪陪伴,用了两周没掉过线，聊天记录都在,稳定性,4,609,1,0
F200476,U100220,2026-09-21,新手玩家,卡关,情绪陪伴,页面挺清爽，选完人格直接开聊,交互体验,5,702,0,0
F200138,U100291,2026-09-21,新手玩家,攻略查询,情绪陪伴,上下文记得住，不用每次都从头说,功能缺失,5,132,0,0
F200553,U100075,2026-09-21,休闲玩家,开黑组队,对局复盘,第一次打开就有示例，不用想说什么,交互体验,4,680,0,0
F200295,U100842,2026-09-21,竞技玩家,卡关,攻略问答,同一个问题问两次，说话方式差别很大,回复质量,2,440,0,0
F200444,U100595,2026-09-21,新手玩家,卡关,情绪陪伴,复盘讲得挺具体，知道下一把该改什么了,回复质量,5,220,0,0
F200299,U100311,2026-09-21,竞技玩家,攻略查询,对局复盘,复盘讲得挺具体，知道下一把该改什么了,回复质量,4,348,1,0
F200574,U100625,2026-09-21,休闲玩家,上分冲分,情绪陪伴,我都说了烦死了，它还在教我调整心态,回复质量,2,334,0,0
F200266,U100768,2026-09-21,竞技玩家,日常闲聊,攻略问答,用了两周没掉过线，聊天记录都在,稳定性,5,389,0,1
F200313,U100368,2026-09-21,休闲玩家,开黑组队,攻略问答,回复不长不短，正好是打游戏间隙能看完的量,回复长度,4,912,0,1
F200264,U100701,2026-09-21,回归玩家,连败,攻略问答,它记得我上一把玩的是什么，接得上话,回复质量,4,470,0,1
F200195,U100123,2026-09-21,休闲玩家,开黑组队,对局复盘,打完一把想马上吐槽，结果卡在那儿不动,响应速度,2,835,0,0
F200050,U100057,2026-09-21,回归玩家,日常闲聊,攻略问答,用了两周没掉过线，聊天记录都在,稳定性,5,570,0,0
F200293,U100250,2026-09-22,新手玩家,上分冲分,情绪陪伴,生成到一半停住了，还要重新问一次,响应速度,2,292,0,0
F200520,U100858,2026-09-22,休闲玩家,攻略查询,上下文记忆,第一次使用不知道该输入什么，愣了半天,交互体验,2,332,0,0
F200361,U100299,2026-09-22,休闲玩家,卡关,对局复盘,只回了两三句，很贴心,回复长度,5,422,1,1
F200531,U100707,2026-09-22,回归玩家,开黑组队,情绪陪伴,用了两周没掉过线，聊天记录都在,稳定性,5,858,1,0
F200468,U100406,2026-09-22,竞技玩家,攻略查询,攻略问答,复盘讲得挺具体，知道下一把该改什么了,回复质量,5,314,0,0
F200559,U100514,2026-09-22,竞技玩家,上分冲分,情绪陪伴,我都说了烦死了，它还在教我调整心态,回复质量,1,406,0,0
F200156,U100000,2026-09-22,新手玩家,日常闲聊,人格切换,第一次使用不知道该输入什么，愣了半天,交互体验,2,893,0,0
F200442,U100590,2026-09-22,竞技玩家,上分冲分,情绪陪伴,有时候回复会稍微长一点，需要划两下,回复长度,3,223,0,0
F200433,U100368,2026-09-22,休闲玩家,开黑组队,情绪陪伴,有时候能接住我的情绪，有时候又变成讲道理,回复质量,3,870,0,1
F200173,U100568,2026-09-22,竞技玩家,连败,情绪陪伴,回复不长不短，正好是打游戏间隙能看完的量,回复长度,5,511,1,0
F200012,U100318,2026-09-22,新手玩家,上分冲分,人格切换,连跪的时候它没有讲大道理，先顺着我说了两句，舒服多了,回复质量,5,460,0,0
F200176,U100397,2026-09-22,竞技玩家,连败,情绪陪伴,速度可以，不打断我和朋友语音,响应速度,5,593,0,1
